Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle
14732,16C0292,429931,438743,3,2,12/06/2014,840,6,1,1,1,2,3,2,8,9
14733,16C0292,429931,438743,3,2,12/06/2014,840,6,1,1,1,1,3,1,34,9
14734,16C0313,426825,430483,3,1,12/06/2014,830,3,1,1,1,1,3,1,26,1
14735,16C0886,429911,428090,1,1,12/06/2014,1420,6,1,1,1,1,3,1,29,3
14736,16C1254,427052,427035,2,3,12/06/2014,1710,6,1,1,1,1,3,2,59,9
14737,16C1254,427052,427035,2,3,12/06/2014,1710,6,1,1,1,2,3,2,40,9
14738,16C1254,427052,427035,2,3,12/06/2014,1710,6,1,1,1,2,3,2,7,9
14739,16C1483,442119,443396,1,1,12/06/2014,1910,6,1,1,1,1,3,1,24,9
14740,16C1619,432967,436852,2,1,12/06/2014,2020,6,1,1,1,1,3,1,42,1
14741,16C1892,427512,435835,1,1,12/06/2014,2300,4,1,4,1,3,2,1,23,11
14742,16D0606,422114,438652,2,1,13/06/2014,755,3,1,1,1,1,3,1,30,1
14743,16D0892,421911,441422,2,1,13/06/2014,1412,3,1,1,1,1,3,1,38,9
14744,16D1106,428655,425382,1,1,13/06/2014,1620,6,1,1,1,3,3,2,15,9
14745,16D1188,433772,433538,1,2,13/06/2014,1625,6,1,1,1,3,2,2,4,3
14746,16D1188,433772,433538,1,2,13/06/2014,1625,6,1,1,1,1,3,1,16,3
14747,1.60E+184,434298,442312,1,1,14/06/2014,205,6,1,6,1,1,3,1,20,9
14748,1.60E+242,427979,436047,1,1,23/05/2014,2230,3,1,4,1,3,3,1,25,9
14749,16E0873,422170,441858,2,2,14/06/2014,1345,3,1,1,1,1,3,2,17,9
14750,16E0873,422170,441858,2,2,14/06/2014,1345,3,1,1,1,2,3,1,69,9
14751,16E1080,431886,435596,2,1,14/06/2014,1523,6,1,1,1,1,3,2,47,9
14752,16E1305,422001,436537,2,1,14/06/2014,1730,3,1,1,1,1,3,2,25,90
14753,16E1528,430877,429790,1,1,14/06/2014,1935,6,1,1,1,3,1,2,1,9
14754,16F0166,430795,438601,2,1,15/06/2014,130,6,1,4,1,1,2,1,19,1
14755,16F0824,426281,432009,2,3,15/06/2014,1151,6,1,1,1,1,3,1,21,9
14756,16F0824,426281,432009,2,3,15/06/2014,1151,6,1,1,1,2,3,1,21,9
14757,16F0824,426281,432009,2,3,15/06/2014,1151,6,1,1,1,1,3,2,43,9
14758,16F1155,440385,433270,2,1,15/06/2014,1510,6,1,1,1,2,3,2,10,9
14759,16F1312,425103,434043,2,2,15/06/2014,1656,6,1,1,1,1,3,2,28,90
14760,16F1312,425103,434043,2,2,15/06/2014,1656,6,1,1,1,2,3,2,2,90
14761,16F1497,437306,443650,3,7,15/06/2014,1831,5,1,1,1,1,3,1,57,9
14762,16F1497,437306,443650,3,7,15/06/2014,1831,5,1,1,1,2,2,2,56,9
14763,16F1497,437306,443650,3,7,15/06/2014,1831,5,1,1,1,2,3,2,28,9
14764,16F1497,437306,443650,3,7,15/06/2014,1831,5,1,1,1,2,3,2,20,9
14765,16F1497,437306,443650,3,7,15/06/2014,1831,5,1,1,1,1,3,1,21,9
14766,16F1497,437306,443650,3,7,15/06/2014,1831,5,1,1,1,2,3,1,21,9
14767,16F1497,437306,443650,3,7,15/06/2014,1831,5,1,1,1,2,3,2,21,9
14768,16G0061,438501,436386,1,2,16/06/2014,105,6,1,4,1,1,3,1,23,9
14769,16G0061,438501,436386,1,2,16/06/2014,105,6,1,4,1,2,3,1,30,9
14770,16G1167,421306,435630,2,1,16/06/2014,1643,3,1,1,1,1,2,1,42,90
14771,16G1296,429739,425638,2,1,22/06/2014,815,3,1,1,1,1,3,1,35,1
14772,16G1305,424676,434985,2,1,16/06/2014,1743,3,1,1,1,1,3,2,8,1
14773,16G1460,425189,426029,2,1,16/06/2014,1905,6,1,1,1,1,3,1,45,1
14774,16H0305,434902,435104,1,2,17/06/2014,850,6,1,1,1,3,3,2,8,9
14775,16H0305,434902,435104,1,2,17/06/2014,850,6,1,1,1,3,3,1,5,9
14776,16H1029,421715,440990,2,1,17/06/2014,1535,3,1,1,1,1,2,1,49,1
14777,16H1573,426862,441321,2,1,17/06/2014,1915,3,1,1,1,1,3,1,40,1
14778,16H1777,420095,433546,2,1,17/06/2014,1920,6,2,1,1,1,3,1,33,9
14779,16I0100,414746,442831,2,1,18/06/2014,201,6,1,6,1,1,3,1,38,9
14780,16I0229,428779,433291,2,1,18/06/2014,710,3,1,1,1,1,3,1,27,1
14781,16I0543,431870,435014,2,1,18/06/2014,1120,6,1,1,1,2,3,1,30,9
14782,16I0598,432306,434548,3,1,18/06/2014,1140,6,2,1,9,1,3,1,26,9
14783,16I1036,429667,434906,2,1,18/06/2014,1545,6,1,1,1,1,3,1,37,1
14784,16I1500,429918,427974,2,1,18/06/2014,1850,6,1,1,1,1,3,1,37,5
14785,16I1507,429893,436615,1,1,06/06/2014,830,6,1,1,1,3,3,1,13,9
14786,16I1528,430556,431179,1,2,18/06/2014,2000,3,1,1,1,2,2,1,23,9
14787,16I1528,430556,431179,1,2,18/06/2014,2000,3,1,1,1,1,3,1,26,9
14788,16J0341,443470,438447,4,2,19/06/2014,830,2,1,1,1,1,3,2,41,9
14789,16J0341,443470,438447,4,2,19/06/2014,830,2,1,1,1,1,3,1,24,9
14790,16J0383,428199,435292,2,1,19/06/2014,900,6,1,1,1,1,3,2,24,1
14791,16J0483,431171,433649,2,1,19/06/2014,1015,6,1,1,1,1,3,1,23,1
14792,16J0597,424347,438785,2,2,19/06/2014,1120,6,1,1,1,1,3,2,59,9
14793,16J0597,424347,438785,2,2,19/06/2014,1120,6,1,1,1,2,3,1,23,9
14794,16J0926,428506,431667,2,2,19/06/2014,1425,3,1,1,1,1,3,2,24,9
14795,16J0926,428506,431667,2,2,19/06/2014,1425,3,1,1,1,2,3,1,22,9
14796,16J1117,431639,437404,2,1,19/06/2014,1559,6,1,1,1,1,3,1,15,1
14797,16J1356,430854,435446,2,1,19/06/2014,1735,6,1,1,1,1,3,1,22,1
14798,16J1367,427833,430807,2,1,19/06/2014,1740,3,1,1,1,1,3,1,35,1
14799,16J1648,421742,440783,2,1,19/06/2014,2000,6,1,1,1,1,3,1,19,3
14800,16K0365,423844,434273,2,3,20/06/2014,840,6,1,1,1,1,3,2,38,9
14801,16K0365,423844,434273,2,3,20/06/2014,840,6,1,1,1,2,3,2,4,9
14802,16K0365,423844,434273,2,3,20/06/2014,840,6,1,1,1,2,3,2,64,9
14803,16K1126,426590,428707,2,1,20/06/2014,1540,3,1,1,1,1,3,1,16,2
14804,16K1381,431343,435059,2,1,20/06/2014,1735,3,1,1,1,1,2,1,60,1
14805,16K1402,439322,432428,2,1,20/06/2014,1735,3,1,1,1,1,3,2,32,1
14806,16K1653,429804,433477,1,1,20/06/2014,1730,6,1,1,1,2,3,2,54,8
14807,16K1970,423622,435523,1,1,20/06/2014,2210,6,2,5,1,1,2,1,29,3
14808,16L0376,431447,431585,2,4,21/06/2014,640,3,1,1,1,1,3,2,56,9
14809,16L0376,431447,431585,2,4,21/06/2014,640,3,1,1,1,2,3,1,37,9
14810,16L0376,431447,431585,2,4,21/06/2014,640,3,1,1,1,2,3,1,44,9
14811,16L0376,431447,431585,2,4,21/06/2014,640,3,1,1,1,2,3,2,19,9
14812,16L0776,426101,428271,1,1,21/06/2014,1235,3,1,1,1,1,3,2,35,22
14813,16L1103,428775,433800,1,2,21/06/2014,1534,3,1,1,1,1,3,1,26,9
14814,16L1103,428775,433800,1,2,21/06/2014,1534,3,1,1,1,2,3,2,26,9
14815,16L1202,444964,432021,1,2,21/06/2014,2050,2,1,1,1,1,3,1,26,9
14816,16L1202,444964,432021,1,2,21/06/2014,2050,2,1,1,1,2,3,1,26,9
14817,16L1760,434344,428716,3,1,21/06/2014,2106,6,1,4,1,1,3,2,25,9
14818,16M0522,421464,442068,1,1,22/06/2014,926,6,1,1,1,1,2,1,46,4
14819,16M0684,428920,444175,1,1,22/06/2014,1120,6,1,1,1,1,2,1,48,1
14820,16N0335,422945,443102,2,2,23/06/2014,850,3,1,1,1,1,3,2,29,9
14821,16N0335,422945,443102,2,2,23/06/2014,850,3,1,1,1,1,3,1,50,9
14822,16N0538,425641,434241,2,1,23/06/2014,1045,3,1,1,1,1,3,2,32,9
14823,16N1001,426453,431721,2,1,23/06/2014,1500,3,1,1,1,1,3,1,23,9
14824,16N1103,433032,436091,1,1,23/06/2014,1555,3,1,1,1,3,3,1,79,9
14825,16N1435,422711,433540,2,1,23/06/2014,1829,6,1,1,1,1,3,2,33,9
14826,16O0806,430403,433667,1,1,24/06/2014,1315,6,1,1,1,3,3,2,20,9
14827,16O0983,420642,434367,1,1,24/06/2014,1452,3,1,1,1,3,2,1,13,9
14828,16O1003,430743,438149,1,1,24/06/2014,1500,6,1,1,1,3,3,1,17,19
14829,16O1348,428198,435026,2,1,24/06/2014,1755,6,1,1,1,2,3,2,26,9
14830,16O1406,427742,436438,2,1,24/06/2014,1827,3,1,1,1,1,3,1,40,1
14831,16O1544,429107,436250,2,1,24/06/2014,1544,6,1,1,1,1,3,2,40,9
14832,16P0315,431068,430340,2,1,24/06/2014,1810,6,2,1,9,1,2,1,37,1
14833,16P0639,428139,431163,3,2,25/06/2014,1230,3,1,1,1,2,3,2,5,9
14834,16P0639,428139,431163,3,2,25/06/2014,1230,3,1,1,1,1,3,2,48,9
14835,16P0761,425538,434165,1,1,25/06/2014,1210,6,1,1,1,2,3,1,90,11
14836,16P1262,443311,436325,2,1,25/06/2014,1710,6,1,1,1,1,3,1,29,1
14837,16P1547,431960,430731,2,1,25/06/2014,1735,3,1,1,1,1,3,1,35,1
14838,16P1567,430032,433375,1,1,25/06/2014,1800,6,1,1,1,2,3,1,22,11
14839,16P1888,435730,436943,2,1,25/06/2014,2245,3,1,4,1,2,3,1,15,9
14840,16Q0306,424406,427816,2,1,26/06/2014,835,1,1,1,1,1,3,1,57,9
14841,16Q0336,427718,434713,2,1,23/06/2014,1700,6,1,1,1,1,3,2,31,3
14842,16Q0597,426523,433392,1,1,26/06/2014,1140,6,1,1,1,3,2,1,81,19
14843,16Q0630,422954,438036,1,1,26/06/2014,1206,6,1,1,1,2,3,2,62,9
14844,16Q0922,422047,434278,2,2,26/06/2014,1415,4,1,1,1,2,3,1,72,11
14845,16Q0922,422047,434278,2,2,26/06/2014,1415,4,1,1,1,2,3,2,68,11
14846,16Q1758,422420,433529,1,1,26/06/2014,2140,6,1,4,1,3,3,1,66,9
14847,16R0181,420015,435473,1,1,27/06/2014,540,6,1,1,1,1,3,2,50,90
14848,16R0235,424848,427545,2,1,27/06/2014,743,3,1,1,1,2,3,2,35,9
14849,16R0391,433346,432199,2,1,27/06/2014,1000,3,1,1,1,1,3,2,43,9
14850,16R0436,425420,433192,2,1,27/06/2014,1015,4,2,1,2,1,3,1,77,9
14851,16R0739,436283,434708,2,2,27/06/2014,1325,6,1,1,1,1,3,2,25,9
14852,16R0739,436283,434708,2,2,27/06/2014,1325,6,1,1,1,1,3,1,37,9
14853,16S0004,431040,431373,1,1,28/06/2014,1,6,2,4,2,3,3,1,23,8
14854,16S0270,427549,433883,1,3,28/06/2014,310,6,2,7,2,2,3,2,18,8
14855,16S0270,427549,433883,1,3,28/06/2014,310,6,2,7,2,2,3,2,19,8
14856,16S0270,427549,433883,1,3,28/06/2014,310,6,2,7,2,2,3,2,19,8
14857,16S0273,430788,433328,1,1,28/06/2014,405,3,2,1,1,3,3,1,26,9
14858,16S0330,431819,430458,1,1,28/06/2014,609,1,2,1,1,1,3,1,51,9
14859,16S0368,428996,429625,2,2,28/06/2014,728,6,2,1,1,1,3,1,43,1
14860,16S0368,428996,429625,2,2,28/06/2014,728,6,2,1,1,1,3,1,65,9
14861,16S0543,439764,433146,1,1,28/06/2014,1025,3,2,1,2,3,2,2,76,9
14862,16S0581,430073,433865,1,1,28/06/2014,1031,6,1,1,9,2,3,2,74,11
14863,16S0738,430550,431065,2,2,27/06/2014,1430,6,1,1,1,1,3,1,39,19
14864,16S0738,430550,431065,2,2,27/06/2014,1430,6,1,1,1,2,3,1,34,19
14865,16S0911,434989,436890,1,1,28/06/2014,1200,6,2,1,2,2,2,2,64,11
14866,16S1054,436725,435052,2,1,28/06/2014,1715,6,2,1,1,1,3,2,22,2
14867,16T0270,432486,438750,2,2,29/06/2014,315,6,1,4,1,2,3,1,20,9
14868,16T0270,432486,438750,2,2,29/06/2014,315,6,1,4,1,2,3,2,18,9
14869,16T0280,431574,435204,5,1,29/06/2014,1,3,1,4,1,1,3,1,71,9
14870,16T0960,443104,433190,1,1,29/06/2014,1524,3,1,1,1,1,2,1,44,9
14871,16T1231,430460,428413,2,1,29/06/2014,1711,6,1,1,1,1,3,1,13,1
14872,16T1261,429117,434196,2,2,29/06/2014,1820,6,1,1,1,1,3,2,34,9
14873,16T1261,429117,434196,2,2,29/06/2014,1820,6,1,1,1,1,3,2,32,1
14874,16T1425,429809,431159,1,1,29/06/2014,1950,6,1,1,1,3,3,1,8,9
14875,16T1665,434861,436504,1,1,29/06/2014,2242,6,1,4,1,3,3,2,35,9
14876,16U0349,434993,425885,4,1,30/06/2014,845,1,1,1,1,2,3,1,29,9
14877,16U0382,425661,434919,2,1,30/06/2014,908,6,1,1,1,3,3,2,11,9
14878,16U0749,440425,448058,2,1,30/06/2014,1300,6,1,1,1,1,3,1,84,9
14879,16U0766,430414,433725,1,1,30/06/2014,1200,6,1,1,1,2,3,1,33,11
14880,16U0812,432071,431120,2,1,30/06/2014,1520,3,1,1,1,1,3,1,35,1
14881,16U0838,431024,433517,1,1,30/06/2014,1345,6,1,1,1,3,2,2,48,11
14882,16U1629,430093,431305,1,1,30/06/2014,1949,3,1,1,1,3,2,2,52,9
14883,16U1674,436438,427247,1,1,30/06/2014,1730,6,1,1,1,3,3,1,8,9
14884,1710386,424924,430924,2,1,01/07/2014,810,3,1,1,1,1,3,2,32,9
14885,1710459,430375,433496,1,1,01/07/2014,1010,6,1,1,1,3,3,2,75,11
14886,1710740,436161,427825,2,1,01/07/2014,1250,3,1,1,1,2,3,2,23,9
14887,1710835,428460,435707,2,1,01/07/2014,1340,3,1,1,1,1,2,1,26,1
14888,1711647,435362,439519,2,1,01/07/2014,2010,3,1,1,1,1,2,2,67,9
14889,1720309,428987,426335,2,3,02/07/2014,850,3,1,1,1,1,3,2,43,9
14890,1720309,428987,426335,2,3,02/07/2014,850,3,1,1,1,2,3,1,11,9
14891,1720309,428987,426335,2,3,02/07/2014,850,3,1,1,1,1,3,2,31,9
14892,1720356,430340,433391,2,1,02/07/2014,916,6,1,1,1,1,2,1,50,1
14893,1720475,430837,434002,2,1,02/07/2014,750,3,1,1,1,1,3,2,29,9
14894,1720856,427168,435276,2,1,02/07/2014,1342,6,1,1,1,2,3,1,31,9
14895,1721208,430202,431991,2,3,27/06/2014,845,3,1,1,1,1,3,1,35,9
14896,1721208,430202,431991,2,3,27/06/2014,845,3,1,1,1,2,3,2,32,9
14897,1721208,430202,431991,2,3,27/06/2014,845,3,1,1,1,2,3,1,5,9
14898,1721377,425158,437877,2,1,02/07/2014,1650,3,1,1,1,1,3,2,57,1
14899,1730421,428446,427378,2,3,03/07/2014,945,3,1,1,1,1,3,1,68,9
14900,1730421,428446,427378,2,3,03/07/2014,945,3,1,1,1,2,3,2,69,9
14901,1730421,428446,427378,2,3,03/07/2014,945,3,1,1,1,1,3,2,34,9
14902,1730978,432501,435437,2,1,03/07/2014,1506,6,1,1,1,3,2,1,3,9
14903,1731095,421138,434185,2,1,03/07/2014,1200,3,1,1,1,1,3,2,36,9
14904,1731550,424017,437717,2,3,03/07/2014,1918,3,1,1,1,2,3,1,38,9
14905,1731550,424017,437717,2,3,03/07/2014,1918,3,1,1,1,2,3,2,28,9
14906,1731550,424017,437717,2,3,03/07/2014,1918,3,1,1,1,2,3,2,15,9
14907,1731556,432734,436328,1,1,03/07/2014,1906,6,1,1,1,3,3,1,11,8
14908,1731613,421365,440476,1,1,03/07/2014,1930,3,1,1,1,3,2,1,71,9
14909,1731699,432258,435097,1,1,03/07/2014,2015,6,1,1,1,3,3,1,47,9
14910,1731786,425436,433021,2,1,03/07/2014,2100,6,1,1,1,1,2,1,47,3
14911,1740262,424626,433638,2,1,04/07/2014,728,4,1,1,1,1,3,1,29,1
14912,1741410,428268,429613,2,1,04/07/2014,1745,3,2,1,1,1,3,2,27,9
14913,1741601,429954,433798,1,1,04/07/2014,1900,6,1,1,1,2,3,2,62,11
14914,1750411,430875,434352,1,1,05/07/2014,1510,3,1,1,1,3,3,1,30,9
14915,1760045,428769,435125,1,1,06/07/2014,10,6,1,4,1,3,3,1,21,9
14916,1760286,427875,434080,1,1,07/07/2014,212,6,1,4,1,3,2,2,21,9
14917,1761997,439518,430586,2,4,06/07/2014,2130,6,1,1,1,1,3,1,21,9
14918,1761997,439518,430586,2,4,06/07/2014,2130,6,1,1,1,2,3,1,22,9
14919,1761997,439518,430586,2,4,06/07/2014,2130,6,1,1,1,2,3,2,17,9
14920,1761997,439518,430586,2,4,06/07/2014,2130,6,1,1,1,2,3,2,17,9
14921,1762056,426381,438060,2,1,06/07/2014,2200,3,1,1,1,2,3,2,17,9
14922,1770289,434707,425873,4,1,07/07/2014,735,1,1,1,1,2,3,2,26,9
14923,1770314,420998,434358,1,1,07/07/2014,750,3,1,1,1,3,3,1,20,9
14924,1770429,429498,430238,2,1,07/07/2014,938,3,1,1,1,1,3,1,41,9
14925,1770560,427452,431884,1,1,07/07/2014,910,3,1,1,1,2,3,2,42,11
14926,1770753,424983,430976,2,1,09/07/2014,1245,3,1,1,1,1,3,1,42,4
14927,1770761,435017,433439,1,1,07/07/2014,1250,4,1,1,1,3,3,1,71,9
14928,1771572,421935,429265,2,1,07/07/2014,1835,4,1,1,1,1,3,2,21,9
14929,1780231,432853,434566,1,1,08/07/2014,820,6,1,1,1,1,3,2,37,9
14930,1780864,443368,438822,4,1,08/07/2014,1510,2,1,1,1,2,3,1,57,9
14931,1790227,429607,425742,2,1,09/07/2014,750,3,1,1,1,2,3,2,58,9
14932,1790422,415412,442257,2,2,05/07/2014,1415,6,1,1,1,1,3,1,34,9
14933,1790422,415412,442257,2,2,05/07/2014,1415,6,1,1,1,2,3,2,31,9
14934,1790495,431982,435786,2,1,09/07/2014,1110,4,1,1,1,1,3,1,32,8
14935,1791112,420513,441136,2,1,09/07/2014,1625,6,1,1,1,1,3,1,50,5
14936,1791172,422139,433991,3,1,09/07/2014,1659,4,1,1,1,1,3,1,29,4
14937,1791277,431171,440732,2,1,09/07/2014,1740,3,1,1,1,1,3,1,19,9
14938,1791507,433447,434815,2,1,09/07/2014,1925,6,1,1,1,1,3,1,30,9
14939,1791999,432096,439462,1,3,09/07/2014,2330,6,1,4,1,1,3,1,24,9
14940,1791999,432096,439462,1,3,09/07/2014,2330,6,1,4,1,2,3,2,18,9
14941,1791999,432096,439462,1,3,09/07/2014,2330,6,1,4,1,2,3,2,17,9
14942,1792009,427980,431961,1,1,09/07/2014,2345,3,1,6,1,1,3,1,26,9
14943,1792011,434190,433616,1,2,09/07/2014,2340,6,1,4,1,1,3,1,31,9
14944,1792011,434190,433616,1,2,09/07/2014,2340,6,1,4,1,2,3,2,30,9
14945,17A0808,435991,428238,2,1,09/07/2014,1515,3,1,1,1,1,3,2,21,9
14946,17A0970,423325,443467,2,1,10/07/2014,1515,3,1,1,1,1,2,1,55,5
14947,17A0992,429990,432674,1,1,10/07/2014,1532,3,1,1,1,1,3,2,28,3
14948,17B0790,430097,433830,1,1,08/07/2014,1335,6,1,1,1,3,3,1,21,8
14949,17B1230,443221,439684,2,1,11/07/2014,1724,2,1,1,1,1,3,2,47,9
14950,17B1249,427489,431323,2,2,11/07/2014,1731,3,1,1,1,2,2,2,25,9
14951,17B1249,427489,431323,2,2,11/07/2014,1731,3,1,1,1,2,3,2,19,9
14952,17B1520,434908,436833,3,1,11/07/2014,1930,6,1,1,1,1,3,2,31,9
14953,17B1651,427607,433942,1,1,11/07/2014,2033,6,1,1,1,3,2,1,19,9
14954,17C0849,430004,430947,1,1,12/07/2014,1050,3,1,1,1,2,3,2,41,11
14955,17C1235,435261,439661,2,2,12/07/2014,1605,6,1,1,1,1,3,1,50,9
14956,17C1235,435261,439661,2,2,12/07/2014,1605,6,1,1,1,1,3,1,44,9
14957,17C1733,426579,431826,2,2,12/07/2014,2010,3,1,1,1,1,3,1,19,5
14958,17C1733,426579,431826,2,2,12/07/2014,2010,3,1,1,1,2,3,2,19,5
14959,17C1824,419172,441737,1,1,12/07/2014,1530,6,1,1,1,3,3,2,54,9
14960,17C2045,427996,436017,2,1,12/07/2014,2235,6,2,4,2,1,3,1,35,1
14961,17C2155,429939,433389,3,1,12/07/2014,2315,6,2,4,2,1,3,1,28,2
14962,17D0656,430430,431073,2,1,13/07/2014,1220,1,1,1,1,2,3,2,32,19
14963,17D0720,430640,432631,2,1,12/07/2014,1230,3,1,1,1,1,3,1,24,9
14964,17D1041,438461,432691,2,2,13/07/2014,1505,3,1,1,1,1,2,1,27,5
14965,17D1041,438461,432691,2,2,13/07/2014,1505,3,1,1,1,1,3,2,33,9
14966,17D1483,426083,432607,2,1,13/07/2014,1907,6,1,1,1,1,3,1,11,1
14967,17D1790,424118,430517,3,1,13/07/2014,2157,6,1,4,1,1,3,2,35,9
14968,17D1898,427815,435195,2,1,13/07/2014,2300,6,1,1,1,2,3,2,44,9
14969,1.70E+235,418999,442122,2,1,14/07/2014,705,6,1,1,1,1,3,1,36,1
14970,17E0371,418843,441625,3,4,14/07/2014,845,4,1,1,1,1,3,2,26,9
14971,17E0371,418843,441625,3,4,14/07/2014,845,4,1,1,1,2,3,2,8,9
14972,17E0371,418843,441625,3,4,14/07/2014,845,4,1,1,1,2,3,2,5,9
14973,17E0371,418843,441625,3,4,14/07/2014,845,4,1,1,1,2,3,2,3,9
14974,17E0742,430878,434323,2,1,14/07/2014,1249,6,1,1,1,2,3,2,8,9
14975,17G0365,435246,434855,2,2,16/07/2014,938,3,1,1,1,2,3,1,22,8
14976,17G0365,435246,434855,2,2,16/07/2014,938,3,1,1,1,1,3,1,44,9
14977,17G0629,436076,435551,2,1,16/07/2014,1225,3,1,1,1,1,3,1,57,5
14978,17G1561,432678,437964,2,1,16/07/2014,2030,6,1,1,1,1,3,1,39,9
14979,17G1800,428522,434296,1,1,16/07/2014,2233,6,1,4,1,3,3,1,19,8
14980,17H0028,424834,443280,2,2,17/07/2014,19,6,1,4,1,2,3,2,60,9
14981,17H0028,424834,443280,2,2,17/07/2014,19,6,1,4,1,1,3,2,37,9
14982,17H0390,426753,427786,2,2,17/07/2014,940,6,1,1,1,1,3,1,58,9
14983,17H0390,426753,427786,2,2,17/07/2014,940,6,1,1,1,1,3,2,54,9
14984,17H0524,429021,432303,2,1,17/07/2014,1112,6,1,1,1,1,2,1,81,22
14985,17H0738,429913,437438,2,1,17/07/2014,830,6,1,1,1,1,3,1,43,1
14986,17H1663,427258,438424,1,1,17/07/2014,2045,3,1,1,1,1,2,1,50,3
14987,17I0431,430223,436146,3,1,18/07/2014,855,3,1,1,1,2,3,2,14,8
14988,17I0783,432624,436863,2,1,18/07/2014,1221,6,2,1,1,1,3,1,59,1
14989,17I1213,419948,440834,1,1,18/07/2014,1549,6,1,1,1,3,3,1,5,9
14990,17I1320,435820,436600,1,1,18/07/2014,1632,3,1,1,1,3,3,2,33,9
14991,17I1474,443206,431647,2,1,18/07/2014,1645,3,1,1,1,1,3,1,49,9
14992,17I1703,430844,433470,2,1,18/07/2014,1925,6,1,1,1,2,3,2,5,9
14993,17I1985,434196,431721,1,1,18/07/2014,2126,3,1,4,1,1,2,1,44,5
14994,17J0601,432119,432870,1,1,19/07/2014,945,6,2,1,2,1,3,1,17,2
14995,17J0711,440582,432102,3,3,19/07/2014,1050,3,2,1,2,1,3,2,20,9
14996,17J0711,440582,432102,3,3,19/07/2014,1050,3,2,1,2,1,3,1,27,9
14997,17J0711,440582,432102,3,3,19/07/2014,1050,3,2,1,2,1,3,2,35,9
14998,17J1264,430935,436032,2,3,19/07/2014,1645,6,2,1,1,2,3,2,62,9
14999,17J1264,430935,436032,2,3,19/07/2014,1645,6,2,1,1,2,3,2,37,9
15000,17J1264,430935,436032,2,3,19/07/2014,1645,6,2,1,1,1,3,2,42,9
15001,17J1841,431508,435127,2,1,19/07/2014,2210,3,2,4,1,1,3,1,28,1
15002,17L0495,430306,433854,2,1,20/07/2014,230,6,1,4,1,1,3,1,32,8
15003,17L0500,424210,428251,2,3,21/07/2014,956,3,1,1,1,1,3,2,25,9
15004,17L0500,424210,428251,2,3,21/07/2014,956,3,1,1,1,1,3,2,53,9
15005,17L0500,424210,428251,2,3,21/07/2014,956,3,1,1,1,2,3,2,23,9
15006,17L0523,422357,433393,1,1,21/07/2014,1010,5,1,1,1,3,3,1,71,9
15007,17L0672,424236,428248,2,3,21/07/2014,945,3,1,1,1,1,3,1,65,9
15008,17L0672,424236,428248,2,3,21/07/2014,945,3,1,1,1,2,3,1,7,9
15009,17L0672,424236,428248,2,3,21/07/2014,945,3,1,1,1,2,3,1,6,9
15010,17L1112,429146,431769,2,1,21/07/2014,1522,6,1,1,1,1,3,1,62,9
15011,17L1283,427033,433106,2,1,21/07/2014,1610,6,1,1,1,1,3,1,35,9
15012,17L1396,428836,440130,1,1,21/07/2014,1726,6,1,1,1,3,3,1,10,9
15013,17L1758,432325,440329,2,4,21/07/2014,2010,6,1,1,1,1,3,1,28,9
15014,17L1758,432325,440329,2,4,21/07/2014,2010,6,1,1,1,1,3,2,71,9
15015,17L1758,432325,440329,2,4,21/07/2014,2010,6,1,1,1,2,2,2,77,9
15016,17L1758,432325,440329,2,4,21/07/2014,2010,6,1,1,1,2,3,2,76,9
15017,17M0316,435268,439754,2,2,22/07/2014,823,6,1,1,1,1,3,2,29,9
15018,17M0316,435268,439754,2,2,22/07/2014,823,6,1,1,1,1,3,2,57,9
15019,17M0970,424849,429106,1,1,22/07/2014,1255,4,1,1,1,2,3,2,85,11
15020,17M1200,426513,435652,2,1,22/07/2014,1635,6,1,1,1,1,3,1,23,1
15021,17N0317,432062,435966,2,1,23/07/2014,735,6,1,1,1,1,2,2,37,1
15022,17N0373,424510,435232,2,1,23/07/2014,851,3,1,1,1,1,3,1,69,9
15023,17N0468,435672,436358,1,1,23/07/2014,843,6,1,1,1,2,3,2,70,11
15024,17N0691,436290,434141,3,1,23/07/2014,1243,6,1,1,1,1,3,1,23,9
15025,17N0976,430846,433470,1,1,23/07/2014,1508,6,1,1,1,3,3,2,15,11
15026,17N1215,430233,435116,2,1,23/07/2014,1700,6,1,1,1,1,2,1,20,2
15027,17N1278,433321,426414,2,2,23/07/2014,1730,6,1,1,1,1,3,2,22,9
15028,17N1278,433321,426414,2,2,23/07/2014,1730,6,1,1,1,2,3,1,5,9
15029,17N1316,428361,432505,2,1,23/07/2014,1750,3,1,1,1,1,3,1,30,1
15030,17N1755,428618,436950,3,3,23/07/2014,1912,4,1,1,1,1,2,2,23,9
15031,17N1755,428618,436950,3,3,23/07/2014,1912,4,1,1,1,2,3,2,22,9
15032,17N1755,428618,436950,3,3,23/07/2014,1912,4,1,1,1,1,3,1,47,9
15033,17N1801,441242,445218,2,1,23/07/2014,2155,6,1,6,1,1,2,1,41,5
15034,17O0301,425072,427742,2,1,24/07/2014,735,3,1,1,1,1,2,1,61,9
15035,17O0627,430415,432791,2,1,24/07/2014,1020,3,1,1,1,1,3,1,35,1
