Reference Number,Number of Casualties,Casualty Class,Casualty Severity,Latitude,Longitude,Easting,Northing
130015510,1,Pedestrian,Slight,53.84088652,-1.509458988,432274,438428
130018640,2,Pedestrian,Slight,53.72459869,-1.559226136,429080,425470
130018709,1,Pedestrian,Serious,53.82159674,-1.447592921,436361,436312
130019897,1,Pedestrian,Slight,53.82852306,-1.517459204,431757,437049
130022047,1,Pedestrian,Slight,53.78701124,-1.540295646,430284,432421
130029418,1,Pedestrian,Slight,53.83556403,-1.515858524,431857,437833
130031334,1,Pedestrian,Slight,53.91361512,-1.711291733,418962,446446
130033023,1,Pedestrian,Serious,53.758502,-1.525255407,431296,429256
130034587,1,Pedestrian,Slight,53.7749006,-1.561279124,428910,431065
130034749,1,Pedestrian,Slight,53.80121176,-1.497166741,433114,434020
130035563,1,Pedestrian,Slight,53.79624516,-1.536171123,430549,433450
130042178,1,Pedestrian,Serious,53.8560543,-1.561388655,428847,440093
130043427,1,Pedestrian,Slight,53.73095794,-1.588114558,427170,426166
130043847,1,Pedestrian,Slight,53.79693142,-1.558422492,429083,433517
130045090,1,Pedestrian,Slight,53.74625835,-1.601659063,426267,427863
130045756,1,Pedestrian,Serious,53.83186402,-1.639414817,423729,437373
130048841,1,Pedestrian,Slight,53.79535581,-1.540993911,430232,433349
130051980,1,Pedestrian,Serious,53.80577824,-1.503642374,432684,434525
130055266,1,Pedestrian,Slight,53.79189138,-1.535384165,430604,432966
130058054,1,Pedestrian,Slight,53.77844671,-1.543196954,430099,431467
130058890,1,Pedestrian,Slight,53.72173001,-1.537461302,430518,425160
130060070,1,Pedestrian,Slight,53.81664961,-1.595568825,426624,435696
130060386,1,Pedestrian,Slight,53.72913592,-1.561043238,428957,425974
130061605,1,Pedestrian,Serious,53.84352992,-1.532122174,430781,438712
130063450,1,Pedestrian,Serious,53.79137731,-1.591728157,426893,432886
130064210,1,Pedestrian,Slight,53.81750801,-1.51438047,431968,435825
130064764,1,Pedestrian,Slight,53.79615729,-1.53902653,430361,433439
130067512,1,Pedestrian,Serious,53.81991148,-1.652567112,422870,436039
130067622,1,Pedestrian,Slight,53.78790301,-1.533788772,430712,432523
130067762,1,Pedestrian,Serious,53.80915623,-1.449639797,436237,434927
130068791,1,Pedestrian,Slight,53.77930405,-1.5512315,429569,431559
130068795,2,Pedestrian,Slight,53.74298937,-1.602584654,426208,427499
130070908,1,Pedestrian,Slight,53.76286008,-1.529393494,431020,429739
130071518,1,Pedestrian,Slight,53.79428476,-1.540641225,430256,433230
130072352,1,Pedestrian,Serious,53.81952245,-1.512382267,432098,436050
130073976,1,Pedestrian,Slight,53.81027244,-1.573668001,428070,434995
130076827,1,Pedestrian,Serious,53.8046781,-1.520466573,431577,434395
130077474,1,Pedestrian,Slight,53.78504705,-1.558213347,429105,432195
130079025,1,Pedestrian,Serious,53.72490022,-1.58320211,427498,425494
130079516,1,Pedestrian,Slight,53.80700181,-1.517114079,431796,434655
130080444,1,Pedestrian,Serious,53.81551744,-1.515618698,431888,435603
130082952,1,Pedestrian,Slight,53.79921341,-1.591029494,426934,433758
130084731,1,Pedestrian,Slight,53.81502986,-1.517310411,431777,435548
130084743,1,Pedestrian,Slight,53.75087766,-1.447292599,436442,428445
130087769,1,Pedestrian,Slight,53.75305403,-1.53197543,430857,428647
130089485,1,Pedestrian,Slight,53.80396205,-1.69093714,420352,434253
130089616,1,Pedestrian,Serious,53.81484674,-1.560892431,428908,435509
130089893,1,Pedestrian,Slight,53.77674841,-1.543367157,430089,431278
130090846,1,Pedestrian,Slight,53.8002761,-1.539497637,430327,433897
130091158,1,Pedestrian,Serious,53.80728829,-1.44418166,436598,434722
130093162,1,Pedestrian,Serious,53.79887859,-1.545465138,429935,433739
130093361,1,Pedestrian,Serious,53.82073247,-1.580398247,427620,436156
130098364,1,Pedestrian,Slight,53.81625768,-1.565738619,428588,435664
130099261,1,Pedestrian,Slight,53.75390511,-1.658981993,422483,428694
130103433,1,Pedestrian,Slight,53.90427419,-1.692587085,420195,445412
130103476,1,Pedestrian,Slight,53.82556761,-1.585287914,427295,436692
130104305,1,Pedestrian,Slight,53.79587969,-1.53930287,430343,433408
130104306,1,Pedestrian,Slight,53.80844601,-1.551041816,429561,434801
130107691,1,Pedestrian,Slight,53.81598724,-1.516205704,431849,435655
130111343,1,Pedestrian,Slight,53.82823295,-1.610803945,425614,436979
130111892,1,Pedestrian,Slight,53.79838299,-1.440943748,436819,433733
130113708,2,Pedestrian,Serious,53.7583784,-1.478215954,434397,429264
130114698,1,Pedestrian,Slight,53.80532855,-1.621950344,424894,434427
130115312,1,Pedestrian,Slight,53.79640563,-1.531204423,430876,433470
130120823,1,Pedestrian,Slight,53.85519284,-1.681558759,420944,439955
130125785,2,Pedestrian,Slight,53.80328884,-1.639735963,423724,434194
130127387,1,Pedestrian,Serious,53.82464616,-1.455924447,435810,436647
130128616,1,Pedestrian,Slight,53.80261404,-1.544407311,430002,434155
130131685,1,Pedestrian,Slight,53.79579307,-1.521767394,431498,433406
130132470,1,Pedestrian,Serious,53.72022895,-1.589310613,427098,424972
130133671,2,Pedestrian,Slight,53.80809486,-1.463383243,435333,434802
130133915,1,Pedestrian,Slight,53.77418478,-1.545276713,429965,430992
130134200,1,Pedestrian,Slight,53.79428366,-1.542706057,430120,433229
130137642,1,Pedestrian,Slight,53.8137079,-1.631110141,424286,435356
130138150,1,Pedestrian,Slight,53.82114042,-1.576261897,427892,436203
130140718,1,Pedestrian,Slight,53.74998163,-1.376430765,441115,428384
130141987,1,Pedestrian,Slight,53.81547066,-1.605955028,425941,435561
130142201,1,Pedestrian,Slight,53.7960409,-1.660355962,422370,433381
130143393,1,Pedestrian,Slight,53.81525598,-1.550042444,429622,435559
130144023,1,Pedestrian,Serious,53.8531115,-1.520551654,431535,439783
130147076,1,Pedestrian,Slight,53.79856226,-1.631410096,424275,433671
130150436,1,Pedestrian,Slight,53.80232678,-1.542147799,430151,434124
130153636,1,Pedestrian,Slight,53.8217195,-1.606397749,425908,436256
130153881,1,Pedestrian,Serious,53.80628097,-1.548999539,429697,434561
130153910,1,Pedestrian,Slight,53.73676471,-1.409618647,438939,426895
130154314,1,Pedestrian,Slight,53.80995701,-1.618825513,425097,434943
130154335,1,Pedestrian,Serious,53.92732129,-1.38562481,440338,448107
130157270,1,Pedestrian,Serious,53.79620351,-1.532390966,430798,433447
130161818,1,Pedestrian,Slight,53.7643791,-1.56012956,428993,429895
130164328,1,Pedestrian,Slight,53.80475399,-1.576442328,427891,434380
130165425,1,Pedestrian,Slight,53.72873269,-1.495166938,433303,425958
130168044,1,Pedestrian,Serious,53.8101125,-1.517230211,431786,435001
130170211,2,Pedestrian,Slight,53.80731121,-1.55046164,429600,434675
130172737,1,Pedestrian,Slight,53.90403805,-1.357805063,442188,445533
130174360,1,Pedestrian,Slight,53.79624051,-1.534971701,430628,433450
130175805,1,Pedestrian,Slight,53.81224551,-1.574923853,427986,435214
130179173,1,Pedestrian,Slight,53.7960826,-1.48113392,434174,433457
130179325,1,Pedestrian,Slight,53.80518506,-1.452045715,436082,434484
130183442,1,Pedestrian,Slight,53.81851501,-1.581210344,427568,435909
130186405,1,Pedestrian,Slight,53.90700551,-1.692079886,420227,445716
130189362,1,Pedestrian,Serious,53.80968424,-1.527061817,431139,434949
130191012,1,Pedestrian,Slight,53.74822601,-1.538717249,430416,428107
130192228,2,Pedestrian,Slight,53.76864592,-1.5285853,431069,430383
130193765,1,Pedestrian,Slight,53.81271322,-1.515711787,431884,435291
130202497,1,Pedestrian,Slight,53.81458457,-1.558039485,429096,435481
130204552,1,Pedestrian,Slight,53.83060924,-1.506585531,432471,437286
130204984,2,Pedestrian,Slight,53.76928427,-1.504103302,432682,430465
130205134,1,Pedestrian,Slight,53.83288904,-1.558788984,429034,437517
130210796,1,Pedestrian,Slight,53.77170698,-1.570523248,428303,430706
130212165,1,Pedestrian,Slight,53.7999779,-1.48182988,434125,433890
130213734,1,Pedestrian,Slight,53.81599539,-1.513775152,432009,435657
130215388,1,Pedestrian,Slight,53.80188857,-1.643422782,423482,434037
130215401,1,Pedestrian,Slight,53.78635715,-1.587860558,427151,432329
130216346,1,Pedestrian,Slight,53.81430399,-1.452914114,436017,435498
130216831,1,Pedestrian,Slight,53.7630088,-1.532941897,430786,429754
130216967,1,Pedestrian,Slight,53.80519734,-1.450800261,436164,434486
130218757,1,Pedestrian,Serious,53.90141809,-1.68655,420593,445096
130224796,1,Pedestrian,Serious,53.90556996,-1.689624359,420389,445557
130225057,1,Pedestrian,Slight,53.79976487,-1.648740161,423133,433799
130225373,1,Pedestrian,Serious,53.81396277,-1.515727761,431882,435430
130226088,1,Pedestrian,Slight,53.75071628,-1.560317799,428990,428375
130227072,1,Pedestrian,Serious,53.84368991,-1.509167811,432291,438740
130229735,1,Pedestrian,Slight,53.8105488,-1.509555058,432291,435053
130229823,1,Pedestrian,Slight,53.86257567,-1.550416882,429564,440823
130230337,1,Pedestrian,Slight,53.77508482,-1.54795306,429788,431091
130234684,1,Pedestrian,Slight,53.84625073,-1.646907018,423228,438971
130234881,3,Pedestrian,Slight,53.73295528,-1.498891292,433054,426426
130235645,1,Pedestrian,Slight,53.83270858,-1.537136026,430459,437506
130236896,1,Pedestrian,Slight,53.81382824,-1.536280804,430529,435406
130237372,1,Pedestrian,Slight,53.79228505,-1.616177127,425282,432978
130238840,1,Pedestrian,Slight,53.74681657,-1.546269882,429919,427947
130242188,1,Pedestrian,Serious,53.83701967,-1.471007674,434807,438016
130244351,2,Pedestrian,Slight,53.7993415,-1.549028448,429700,433789
130247370,1,Pedestrian,Slight,53.7420232,-1.598590574,426472,427393
130250256,1,Pedestrian,Serious,53.81568523,-1.49313518,433368,435632
130250660,1,Pedestrian,Slight,53.80852341,-1.631823912,424242,434779
130250701,1,Pedestrian,Slight,53.80791085,-1.634335196,424077,434710
130251684,1,Pedestrian,Slight,53.82386608,-1.665007954,422049,436475
130257324,1,Pedestrian,Slight,53.79059473,-1.532498889,430795,432823
130262119,1,Pedestrian,Serious,53.83259625,-1.590294057,426961,437472
130263138,1,Pedestrian,Slight,53.80457958,-1.520558815,431571,434384
130263221,1,Pedestrian,Slight,53.79166826,-1.658964226,422464,432895
130264880,1,Pedestrian,Slight,53.80861316,-1.51545529,431904,434835
130265503,1,Pedestrian,Slight,53.82114941,-1.576261807,427892,436204
130265554,1,Pedestrian,Serious,53.81317987,-1.519989802,431602,435341
130266506,1,Pedestrian,Slight,53.82538318,-1.532673845,430758,436693
130269706,1,Pedestrian,Serious,53.75366025,-1.611038582,425644,428683
130270864,1,Pedestrian,Serious,53.82045665,-1.492712991,433392,436163
130274362,1,Pedestrian,Slight,53.90283415,-1.454239252,435854,445346
130276914,1,Pedestrian,Slight,53.80521377,-1.519549273,431637,434455
130278477,1,Pedestrian,Serious,53.81245644,-1.548994004,429693,435248
130279970,1,Pedestrian,Serious,53.79916676,-1.441312932,436794,433820
130280710,1,Pedestrian,Slight,53.77584118,-1.543543939,430078,431177
130281654,1,Pedestrian,Serious,53.78922552,-1.577767675,427814,432652
130282069,1,Pedestrian,Fatal,53.82736732,-1.457347862,435714,436949
130283744,1,Pedestrian,Slight,53.82810322,-1.56517547,428617,436982
130288413,1,Pedestrian,Slight,53.9108331,-1.691427521,420268,446142
130293706,1,Pedestrian,Serious,53.81751255,-1.535966695,430547,435816
130293733,1,Pedestrian,Slight,53.80797379,-1.622731478,424841,434721
130293974,1,Pedestrian,Slight,53.77180239,-1.554786449,429340,430723
130298698,1,Pedestrian,Slight,53.79341246,-1.54526614,429952,433131
130299853,1,Pedestrian,Slight,53.79616394,-1.53841913,430401,433440
130303687,1,Pedestrian,Slight,53.77419377,-1.545276616,429965,430993
130305039,1,Pedestrian,Slight,53.79670461,-1.538762411,430378,433500
130306950,1,Pedestrian,Slight,53.82944145,-1.460815966,435484,437178
130308795,1,Pedestrian,Serious,53.78715108,-1.560817368,428932,432428
130309437,1,Pedestrian,Slight,53.83076958,-1.605826649,425940,437263
130311123,1,Pedestrian,Slight,53.81776061,-1.514605415,431953,435853
130311517,1,Pedestrian,Slight,53.80059734,-1.545947649,429902,433930
130314720,1,Pedestrian,Slight,53.78069386,-1.557545725,429152,431711
130317872,1,Pedestrian,Slight,53.80697417,-1.53283304,430761,434645
130320665,1,Pedestrian,Slight,53.80452944,-1.503808986,432674,434386
130323367,1,Pedestrian,Serious,53.79841106,-1.506766176,432484,433704
130328859,1,Pedestrian,Serious,53.7639947,-1.560710097,428955,429852
130331073,1,Pedestrian,Slight,53.79833817,-1.52659731,431178,433687
130333328,1,Pedestrian,Slight,53.81503041,-1.517447115,431768,435548
130336183,1,Pedestrian,Slight,53.78988498,-1.56361246,428746,432731
130338229,1,Pedestrian,Slight,53.80530793,-1.502949349,432730,434473
130340259,1,Pedestrian,Slight,53.86978013,-1.70185945,419602,441572
130343626,1,Pedestrian,Slight,53.81333597,-1.500970883,432854,435367
130344714,1,Pedestrian,Serious,53.7749415,-1.545708624,429936,431076
130345505,1,Pedestrian,Slight,53.76851888,-1.551710685,429545,430359
130350015,1,Pedestrian,Slight,53.7943518,-1.610373732,425663,433210
130350484,1,Pedestrian,Slight,53.77856594,-1.55579242,429269,431475
130351121,3,Pedestrian,Slight,53.80201917,-1.543988571,430030,434089
130353101,1,Pedestrian,Slight,53.82133146,-1.530971818,430873,436243
130357610,1,Pedestrian,Slight,53.90478686,-1.692705101,420187,445469
130357655,1,Pedestrian,Serious,53.8141016,-1.537234735,430466,435436
130359001,1,Pedestrian,Serious,53.82470453,-1.54555029,429911,436612
130359180,1,Pedestrian,Slight,53.73614554,-1.598964969,426451,426739
130359504,1,Pedestrian,Slight,53.75381198,-1.482383061,434126,428754
130360317,1,Pedestrian,Serious,53.79917226,-1.54231882,430142,433773
130361239,1,Pedestrian,Serious,53.79664817,-1.371942843,441365,433578
130364703,1,Pedestrian,Slight,53.79718016,-1.659526849,422424,433508
130368179,1,Pedestrian,Slight,53.81649111,-1.45549841,435845,435740
130368629,1,Pedestrian,Slight,53.92778681,-1.385252429,440362,448159
130369173,1,Pedestrian,Slight,53.81066374,-1.515720222,431885,435063
130369499,1,Pedestrian,Slight,53.79844651,-1.535919072,430564,433695
130370651,1,Pedestrian,Slight,53.74808065,-1.545376644,429977,428088
130370720,1,Pedestrian,Slight,53.82811148,-1.545574195,429907,436991
130374198,2,Pedestrian,Serious,53.7930532,-1.533640571,430718,433096
130379611,1,Pedestrian,Serious,53.87425545,-1.705022006,419392,442069
130382183,1,Pedestrian,Slight,53.75863091,-1.470203231,434925,429296
130382740,1,Pedestrian,Slight,53.81360959,-1.51731154,431778,435390
130383464,1,Pedestrian,Slight,53.9037741,-1.690368331,420341,445357
130388531,1,Pedestrian,Slight,53.80828015,-1.515352817,431911,434798
130389333,1,Pedestrian,Slight,53.79783183,-1.599834326,426355,433601
130390101,1,Pedestrian,Slight,53.79568432,-1.539927514,430302,433386
130390389,1,Pedestrian,Slight,53.79237407,-1.667020006,421933,432971
130391088,1,Pedestrian,Slight,53.77823109,-1.543229649,430097,431443
130391499,1,Pedestrian,Slight,53.78928365,-1.539815382,430314,432674
130391783,2,Pedestrian,Serious,53.82042773,-1.575539875,427940,436124
130392583,1,Pedestrian,Slight,53.81706998,-1.5377489,430430,435766
130393218,1,Pedestrian,Serious,53.7980537,-1.543651995,430055,433648
130393408,2,Pedestrian,Serious,53.80157117,-1.657896847,422529,433997
130398196,1,Pedestrian,Serious,53.79948537,-1.549042089,429699,433805
130399279,1,Pedestrian,Serious,53.80019229,-1.638304786,423820,433850
130399685,1,Pedestrian,Slight,53.79952297,-1.540006973,430294,433813
130400670,1,Pedestrian,Slight,53.76295968,-1.529574435,431008,429750
130401060,1,Pedestrian,Slight,53.80703721,-1.532862714,430759,434652
130402107,1,Pedestrian,Slight,53.74573768,-1.546220845,429923,427827
130402994,2,Pedestrian,Serious,53.79621138,-1.550914378,429578,433440
130403515,1,Pedestrian,Slight,53.77643739,-1.53494782,430644,431247
130404902,1,Pedestrian,Slight,53.80507534,-1.610243943,425665,434403
130412019,1,Pedestrian,Slight,53.81103921,-1.50639011,432499,435109
130414113,1,Pedestrian,Slight,53.73625807,-1.608530832,425820,426748
130415572,1,Pedestrian,Slight,53.83708257,-1.623457762,424776,437959
130416551,1,Pedestrian,Slight,53.77811424,-1.543230918,430097,431430
130416961,1,Pedestrian,Slight,53.74405645,-1.486036273,433893,427667
130418544,1,Pedestrian,Serious,53.80547814,-1.682877164,420882,434424
130419601,2,Pedestrian,Serious,53.83600296,-1.617479616,425170,437841
130419694,1,Pedestrian,Slight,53.7977348,-1.537840082,430438,433615
130420045,1,Pedestrian,Slight,53.83995907,-1.63806856,423813,438274
130421549,1,Pedestrian,Slight,53.79217634,-1.573365706,428102,432982
130422639,1,Pedestrian,Slight,53.79576025,-1.540974312,430233,433394
130425550,1,Pedestrian,Slight,53.82427119,-1.506401717,432488,436581
130425921,1,Pedestrian,Slight,53.81455676,-1.56025749,428950,435477
130427018,1,Pedestrian,Serious,53.79853013,-1.477565819,434407,433731
130429331,1,Pedestrian,Slight,53.77143972,-1.566201317,428588,430678
130429798,1,Pedestrian,Slight,53.77994728,-1.529096097,431027,431640
130430217,2,Pedestrian,Slight,53.7212574,-1.53845164,430453,425107
130431243,1,Pedestrian,Slight,53.84108511,-1.6271153,424533,438403
130431437,1,Pedestrian,Slight,53.87373187,-1.711505651,418966,442009
130431982,1,Pedestrian,Slight,53.79084736,-1.542060275,430165,432847
130432851,1,Pedestrian,Slight,53.80056771,-1.542880646,430104,433928
130433931,1,Pedestrian,Slight,53.79833599,-1.537560161,430456,433682
130434723,1,Pedestrian,Slight,53.79735473,-1.473951534,434646,433602
130434727,1,Pedestrian,Slight,53.80753752,-1.516211872,431855,434715
130435307,1,Pedestrian,Serious,53.79988726,-1.557996642,429109,433846
130438778,1,Pedestrian,Serious,53.84393659,-1.639523895,423715,438716
130438817,1,Pedestrian,Serious,53.77590405,-1.543528081,430079,431184
130439842,1,Pedestrian,Slight,53.84112126,-1.532225024,430776,438444
130440176,1,Pedestrian,Slight,53.80325536,-1.5176127,431766,434238
130440214,1,Pedestrian,Slight,53.85526431,-1.681390967,420955,439963
130440790,1,Pedestrian,Serious,53.80545177,-1.626854471,424571,434439
130444118,1,Pedestrian,Slight,53.74084047,-1.597055199,426574,427262
130445009,1,Pedestrian,Slight,53.78819386,-1.543971531,430041,432551
130445744,1,Pedestrian,Slight,53.73375531,-1.588617836,427135,426477
130447845,1,Pedestrian,Slight,53.79635426,-1.553068872,429436,433455
130448896,1,Pedestrian,Slight,53.81600277,-1.515597911,431889,435657
130450576,1,Pedestrian,Serious,53.81312037,-1.532233071,430796,435329
130450746,1,Pedestrian,Slight,53.82449696,-1.531316298,430848,436595
130450927,1,Pedestrian,Slight,53.81434841,-1.559819169,428979,435454
130452809,1,Pedestrian,Slight,53.81047363,-1.554817236,429311,435025
130456319,2,Pedestrian,Slight,53.74190898,-1.604793566,426063,427378
130459182,1,Pedestrian,Slight,53.75315313,-1.342468587,443351,428757
130459854,1,Pedestrian,Serious,53.83931664,-1.636675817,423905,438203
130461627,1,Pedestrian,Slight,53.81417289,-1.434338749,437240,435493
130461635,2,Pedestrian,Slight,53.78678295,-1.392082138,440048,432469
130461985,1,Pedestrian,Serious,53.7893348,-1.543792169,430052,432678
130463355,1,Pedestrian,Fatal,53.72214664,-1.58756409,427212,425186
130465460,1,Pedestrian,Slight,53.85596119,-1.679789176,421060,440041
130466245,1,Pedestrian,Slight,53.75795028,-1.439144758,436973,429236
130468686,1,Pedestrian,Slight,53.71600793,-1.580062162,427711,424506
130468828,1,Pedestrian,Serious,53.80702009,-1.631123293,424289,434612
130474283,1,Pedestrian,Slight,53.7964147,-1.592757245,426822,433446
130475739,1,Pedestrian,Slight,53.81086398,-1.52306915,431401,435082
130480454,1,Pedestrian,Slight,53.79333029,-1.589781062,427020,433104
130482609,1,Pedestrian,Serious,53.82535997,-1.579865811,427652,436671
130483168,1,Pedestrian,Slight,53.80148676,-1.492030876,433452,434053
130485915,1,Pedestrian,Slight,53.81389365,-1.560826446,428913,435403
130488991,1,Pedestrian,Slight,53.79880119,-1.558433218,429081,433725
130490471,1,Pedestrian,Slight,53.81512693,-1.5124181,432099,435561
130491799,1,Pedestrian,Slight,53.74723266,-1.610931129,425655,427968
130491856,1,Pedestrian,Slight,53.83099345,-1.63688461,423896,437277
130497375,1,Pedestrian,Slight,53.77670467,-1.55323213,429439,431269
130499578,1,Pedestrian,Slight,53.74694214,-1.580754678,427645,427947
130500451,1,Pedestrian,Slight,53.81036152,-1.471799022,434777,435050
130500903,1,Pedestrian,Slight,53.84301809,-1.54393838,430004,438650
130502700,1,Pedestrian,Slight,53.80937803,-1.552687344,429452,434904
130502721,1,Pedestrian,Slight,53.74368833,-1.496731589,433188,427621
130503155,1,Pedestrian,Serious,53.80734004,-1.534454006,430654,434685
130503589,1,Pedestrian,Serious,53.79424005,-1.540702444,430252,433225
130508944,1,Pedestrian,Slight,53.79626542,-1.536763045,430510,433452
130509787,1,Pedestrian,Slight,53.77062788,-1.548395467,429762,430595
130510495,1,Pedestrian,Slight,53.77916846,-1.586003515,427278,431530
130511921,1,Pedestrian,Slight,53.74070178,-1.451186614,436194,427311
130512910,1,Pedestrian,Slight,53.74736494,-1.546279139,429918,428008
130514486,1,Pedestrian,Serious,53.80654228,-1.510194112,432252,434607
130516096,1,Pedestrian,Slight,53.80285742,-1.499470453,432961,434202
130516883,1,Pedestrian,Serious,53.75500273,-1.473024703,434742,428891
130517390,1,Pedestrian,Serious,53.86363423,-1.685250917,420697,440893
130518305,1,Pedestrian,Serious,53.82726105,-1.690720093,420355,436845
130518475,2,Pedestrian,Slight,53.79728097,-1.513991648,432009,433575
130518861,1,Pedestrian,Slight,53.79663305,-1.538854296,430372,433492
130519504,1,Pedestrian,Slight,53.90074537,-1.35898193,442114,445166
130519652,1,Pedestrian,Slight,53.78232255,-1.527354368,431140,431905
130521615,1,Pedestrian,Slight,53.8104953,-1.509662001,432284,435047
130522541,1,Pedestrian,Slight,53.8658005,-1.688671733,420471,441133
130524020,1,Pedestrian,Slight,53.7960768,-1.539133695,430354,433430
130524404,1,Pedestrian,Slight,53.7989854,-1.53348365,430724,433756
130525644,1,Pedestrian,Slight,53.80664516,-1.582558791,427487,434588
130526621,1,Pedestrian,Slight,53.7991653,-1.538158407,430416,433774
130529984,1,Pedestrian,Slight,53.81134265,-1.521377774,431512,435136
130531409,1,Pedestrian,Slight,53.79800506,-1.508593004,432364,433658
130532265,1,Pedestrian,Serious,53.81122983,-1.540805316,430233,435115
130533519,1,Pedestrian,Slight,53.83409823,-1.644076253,423421,437620
140000304,1,Pedestrian,Serious,53.85351341,-1.557310164,429117,439812
140001657,1,Pedestrian,Slight,53.79172782,-1.573628344,428085,432932
140008934,1,Pedestrian,Serious,53.80407773,-1.520944192,431546,434328
140009642,1,Pedestrian,Serious,53.82222175,-1.531068223,430866,436342
140009950,1,Pedestrian,Slight,53.8175351,-1.514410539,431966,435828
140010225,1,Pedestrian,Slight,53.81577682,-1.600681146,426288,435597
140010271,2,Pedestrian,Slight,53.80621227,-1.582153048,427514,434540
140010632,1,Pedestrian,Slight,53.79559438,-1.434770968,437228,433426
140010999,1,Pedestrian,Serious,53.79817526,-1.547264444,429817,433660
140015900,1,Pedestrian,Slight,53.81533306,-1.654640446,422736,435529
140016335,2,Pedestrian,Slight,53.75283745,-1.38459418,440574,428697
140018395,1,Pedestrian,Slight,53.83101424,-1.552563225,429445,437311
140019263,1,Pedestrian,Slight,53.90084769,-1.619779539,424980,445054
140019993,1,Pedestrian,Slight,53.835481,-1.468625868,434965,437846
140021499,1,Pedestrian,Slight,53.76558428,-1.565229971,428656,430027
140024344,1,Pedestrian,Slight,53.80715769,-1.448997736,436281,434705
140024366,1,Pedestrian,Serious,53.83755292,-1.63903159,423751,438006
140026029,1,Pedestrian,Slight,53.8167432,-1.51865788,431687,435738
140027609,1,Pedestrian,Slight,53.81519965,-1.493095469,433371,435578
140027777,1,Pedestrian,Slight,53.80589341,-1.573287203,428098,434508
140027874,1,Pedestrian,Slight,53.80836708,-1.508001012,432395,434811
140029938,1,Pedestrian,Serious,53.81235115,-1.468417222,434998,435273
140031801,1,Pedestrian,Serious,53.75307421,-1.444093715,436651,428691
140035251,1,Pedestrian,Serious,53.83549424,-1.548685729,429697,437811
140035672,1,Pedestrian,Serious,53.80265661,-1.697187958,419941,434106
140035856,1,Pedestrian,Slight,53.8232221,-1.424295811,437893,436505
140040252,1,Pedestrian,Serious,53.79743027,-1.559631942,429003,433572
140043770,1,Pedestrian,Slight,53.80089134,-1.547629995,429791,433962
140044486,1,Pedestrian,Slight,53.79745239,-1.670092413,421728,433535
140050468,1,Pedestrian,Slight,53.78870649,-1.534675513,430653,432612
140050974,1,Pedestrian,Slight,53.81232651,-1.574953412,427984,435223
140051258,1,Pedestrian,Slight,53.83295358,-1.542421701,430111,437531
140054027,1,Pedestrian,Slight,53.80793223,-1.55066762,429586,434744
140054877,1,Pedestrian,Slight,53.84362968,-1.541666882,430153,438719
140057661,1,Pedestrian,Serious,53.82373119,-1.484864142,433906,436531
140058665,1,Pedestrian,Slight,53.81687295,-1.515162537,431917,435754
140059087,1,Pedestrian,Slight,53.82751759,-1.603714756,426081,436902
140060114,1,Pedestrian,Slight,53.79722177,-1.460212029,435551,433594
140060718,1,Pedestrian,Serious,53.84818304,-1.508826412,432310,439240
140061243,1,Pedestrian,Slight,53.81853715,-1.513244417,432042,435940
140061747,1,Pedestrian,Serious,53.84124193,-1.63425764,424063,438418
140062314,1,Pedestrian,Slight,53.92869652,-1.383853007,440453,448261
140062987,1,Pedestrian,Serious,53.80416389,-1.567260715,428496,434318
140063774,1,Pedestrian,Serious,53.8119231,-1.520414261,431575,435201
140064622,1,Pedestrian,Slight,53.82977371,-1.567255123,428479,437167
1.60E+242,1,Pedestrian,Slight,53.8197335,-1.574954416,427979,436047
13E0793,1,Pedestrian,Slight,53.77213761,-1.529578046,431001,430771
13E1456,1,Pedestrian,Serious,53.80055138,-1.548058827,429763,433924
14E0983,1,Pedestrian,Slight,53.82337254,-1.456548671,435770,436505
15E1210,1,Pedestrian,Serious,53.80565636,-1.508974321,432333,434509
16E1528,1,Pedestrian,Fatal,53.76332701,-1.531557774,430877,429790
10AA0000088,1,Pedestrian,Fatal,53.90566485,-1.688086155,420490,445568
10AA0000157,3,Pedestrian,Slight,53.78967968,-1.705721918,419385,432660
10AA0000204,1,Pedestrian,Serious,53.79121358,-1.5756375,427953,432874
10AA0000206,1,Pedestrian,Slight,53.82034058,-1.578867781,427721,436113
10AA0000386,1,Pedestrian,Slight,53.79213521,-1.65879344,422475,432947
10AA0000457,1,Pedestrian,Slight,53.79223039,-1.604882428,426026,432976
10AA0000631,2,Pedestrian,Slight,53.90480484,-1.692704969,420187,445471
10AA0000794,1,Pedestrian,Serious,53.83086475,-1.586040963,427242,437281
10AA0000811,1,Pedestrian,Slight,53.82453019,-1.576516369,427873,436580
10AA0000944,1,Pedestrian,Slight,53.80600165,-1.57339241,428091,434520
10AA0001013,1,Pedestrian,Serious,53.80492573,-1.569135975,428372,434402
10AA0001017,1,Pedestrian,Slight,53.87173578,-1.707564671,419226,441788
10AA0001063,1,Pedestrian,Slight,53.80816061,-1.539775732,430303,434774
10AA0001071,1,Pedestrian,Serious,53.79832676,-1.680957214,421012,433629
10AA0001102,1,Pedestrian,Slight,53.91364865,-1.695746084,419983,446454
10AA0001149,1,Pedestrian,Slight,53.8491966,-1.61960928,425022,439308
10AA0001155,2,Pedestrian,Slight,53.79684698,-1.595653085,426631,433493
