Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle
6937,110254228,430724,435818,2,1,04-Jun-11,1239,6,1,1,1,1,3,1,9,1
6943,110256030,419482,445046,2,1,05-Jun-11,1520,3,1,1,1,1,3,1,34,1
6944,110256197,433015,435778,2,1,05-Jun-11,1635,6,1,1,1,1,3,1,13,1
6954,110258041,440960,428496,2,1,06-Jun-11,1550,6,1,1,1,1,3,2,15,1
7016,110271627,428528,434274,2,1,14-Jun-11,1830,6,1,1,1,1,2,1,35,1
7028,110274399,432936,440129,2,2,16-Jun-11,950,6,1,1,1,1,3,2,24,1
7029,110275166,424186,438890,2,1,16-Jun-11,1520,6,1,1,1,1,3,1,25,1
7036,110275460,427407,435127,2,1,16-Jun-11,615,6,1,1,1,1,3,1,15,1
7038,110276069,429040,434548,2,1,16-Jun-11,755,6,1,1,1,1,3,1,50,1
7044,110276585,430758,436692,2,1,17-Jun-11,1055,6,1,1,1,1,3,1,32,1
7055,110278625,429773,438901,1,1,18-Jun-11,1825,6,1,1,1,1,2,1,40,1
7093,110287079,433896,436546,2,1,23-Jun-11,1620,3,2,1,2,1,3,1,43,1
7096,110287631,425978,437509,2,1,24-Jun-11,825,6,1,1,1,1,3,1,15,1
7117,110291488,432539,434257,2,1,26-Jun-11,1824,6,1,1,1,1,2,1,52,1
7119,110292217,427798,434674,2,1,27-Jun-11,805,6,1,1,1,1,3,1,22,1
7134,110293941,428422,440959,2,1,28-Jun-11,706,6,1,1,1,1,3,1,57,1
7139,110294521,427570,436875,3,1,28-Jun-11,800,3,1,1,1,1,3,1,31,1
7146,110298179,427483,432590,2,1,29-Jun-11,715,6,1,1,1,1,3,1,35,1
7147,110297826,431606,434024,2,1,30-Jun-11,835,6,1,1,1,1,3,2,25,1
7165,110301301,428062,435959,3,1,01-Jul-11,1950,3,1,1,1,1,3,1,29,1
7171,110309747,419623,446209,2,1,02-Jul-11,1400,6,1,1,1,1,2,2,32,1
7175,110304337,429414,433467,2,1,04-Jul-11,845,6,1,1,1,1,3,1,28,1
7178,110306735,432513,427315,2,1,05-Jul-11,1445,3,1,1,1,1,3,1,12,1
7187,110308516,427657,436653,2,1,06-Jul-11,1705,3,1,1,1,1,3,1,46,1
7208,110313186,426541,428984,2,1,08-Jul-11,1300,6,1,1,1,1,2,1,38,1
7209,110313380,430105,431747,2,1,08-Jul-11,1420,3,2,1,1,1,3,1,32,1
7217,110315934,429660,434599,2,1,11-Jul-11,855,3,1,1,1,1,3,2,25,1
7218,110316131,426985,433110,1,2,11-Jul-11,1048,4,1,1,1,3,3,1,54,1
7219,110316131,426985,433110,1,2,11-Jul-11,1048,4,1,1,1,1,3,2,26,1
7222,110317423,420767,434473,2,1,11-Jul-11,2050,6,1,1,1,1,2,1,9,1
7223,110318530,441060,432037,2,1,11-Jul-11,720,3,1,1,2,1,3,1,39,1
7234,110320841,434167,433885,2,1,13-Jul-11,1735,6,1,1,1,1,3,1,29,1
7244,110322900,430572,434528,2,1,14-Jul-11,1845,3,1,1,1,1,2,1,21,1
7269,110328172,432058,435962,2,1,18-Jul-11,905,6,2,1,2,1,3,1,36,1
7287,110331625,426145,435591,2,1,19-Jul-11,840,4,1,1,1,1,3,1,24,1
7289,110331404,429837,431468,2,1,20-Jul-11,15,6,1,4,1,1,3,1,17,1
7301,110334062,430053,434023,2,1,20-Jul-11,1905,6,2,1,1,1,3,1,28,1
7311,110334815,431648,438836,2,1,21-Jul-11,1005,6,1,1,1,1,3,1,14,1
7312,110335529,429572,434813,2,1,22-Jul-11,855,3,1,1,1,1,3,1,23,1
7345,110346652,429599,433637,2,1,25-Jul-11,1050,6,1,1,1,1,3,2,52,1
7350,110342737,420550,444945,2,1,26-Jul-11,1325,6,1,1,1,1,3,1,25,1
7370,110348590,431008,438422,2,1,29-Jul-11,1905,6,1,1,1,1,3,1,45,1
7384,110351170,423522,434602,2,1,31-Jul-11,1417,6,1,1,1,1,3,1,51,1
7387,110352966,430839,433998,2,1,01-Aug-11,1615,3,1,1,1,1,3,1,36,1
7388,110353211,427646,431151,2,1,01-Aug-11,800,3,1,1,1,1,3,2,32,1
7389,110353923,433595,434935,2,1,01-Aug-11,2000,6,1,1,1,1,3,1,48,1
7391,110354682,436282,436530,2,1,02-Aug-11,1525,6,1,1,1,1,3,1,11,1
7392,110355064,430898,426836,2,1,02-Aug-11,1420,6,1,1,1,1,3,1,4,1
7395,110355662,427232,434726,2,1,03-Aug-11,840,3,1,1,1,1,3,2,26,1
7416,110360486,432162,436143,2,1,05-Aug-11,2115,6,1,4,1,1,3,1,57,1
7419,110361127,428467,436850,2,1,05-Aug-11,1625,4,1,1,1,1,3,1,22,1
7444,110365367,427509,437677,1,1,09-Aug-11,925,6,1,1,1,3,3,1,51,1
7445,110365381,432663,436926,2,1,09-Aug-11,800,6,1,1,1,1,3,1,38,1
7447,110366393,428532,428182,2,1,09-Aug-11,1750,3,1,1,1,1,3,1,35,1
7452,110366577,433330,434049,2,1,09-Aug-11,1928,3,1,1,1,1,3,1,50,1
7468,110371675,430071,433366,2,1,11-Aug-11,1940,6,1,1,1,1,3,2,43,1
7473,110372406,420327,434223,2,1,12-Aug-11,1300,3,1,1,1,1,3,1,37,1
7477,110408868,432666,436873,2,1,12-Aug-11,2030,6,1,1,1,1,2,2,24,1
7501,110379590,430642,434701,2,1,17-Aug-11,1941,3,1,1,1,1,3,1,25,1
7504,110382313,429437,433457,2,1,18-Aug-11,1700,6,1,1,1,1,3,1,32,1
7505,110382630,427997,436010,2,1,18-Aug-11,1930,3,1,1,1,1,3,1,37,1
7508,110382066,432537,429642,2,1,19-Aug-11,940,3,1,1,1,1,3,1,26,1
7522,110386048,423986,430285,4,1,21-Aug-11,1235,4,1,1,1,1,3,1,52,1
7528,110389056,431980,435833,2,1,22-Aug-11,1630,3,1,1,1,1,3,2,50,1
7539,110389860,427124,429465,2,1,24-Aug-11,815,3,1,1,1,1,3,1,40,1
7559,110393500,427938,435724,2,1,25-Aug-11,1730,6,1,1,1,1,3,1,26,1
7590,110399660,418304,441337,2,1,30-Aug-11,1730,3,2,1,2,1,3,1,55,1
7599,110405793,426766,428987,2,1,01-Sep-11,1700,3,1,1,1,1,3,2,31,1
7601,110403823,436066,435552,2,1,02-Sep-11,818,3,1,1,1,1,3,1,40,1
7602,110403861,420070,440804,2,1,02-Sep-11,837,3,1,1,1,1,3,1,27,1
7608,110405832,428138,435846,2,1,02-Sep-11,1520,3,1,1,1,1,3,2,35,1
7613,110407501,430088,431265,2,1,04-Sep-11,1635,3,1,1,1,1,2,1,45,1
7618,110407889,427102,427876,2,1,04-Sep-11,2100,6,1,7,1,1,3,1,13,1
7620,110408210,431001,430596,2,1,05-Sep-11,500,6,2,4,1,1,2,1,48,1
7626,110413924,431555,435180,2,1,06-Sep-11,1900,3,1,1,1,1,3,1,14,1
7644,110417192,423014,437653,2,1,10-Sep-11,1225,3,1,1,1,1,3,1,33,1
7646,110417586,429171,430832,2,1,10-Sep-11,1720,6,1,1,1,1,3,1,6,1
7647,110417669,436587,435029,2,1,10-Sep-11,1345,6,1,1,1,1,3,1,44,1
7668,110422477,421081,436755,2,1,13-Sep-11,1747,3,1,1,1,1,2,1,50,1
7678,110425223,427954,425420,2,1,15-Sep-11,845,6,1,1,1,1,3,1,42,1
7679,110425782,429147,431735,2,1,15-Sep-11,1610,6,1,1,1,1,3,1,19,1
7685,110427352,424716,434436,2,1,15-Sep-11,1615,6,1,1,1,1,3,1,30,1
7708,110430725,431888,430491,2,1,17-Sep-11,1730,3,1,1,1,1,3,1,30,1
7717,110431042,427524,427594,2,1,19-Sep-11,840,6,1,1,1,1,3,1,42,1
7732,110434123,438075,430131,2,1,21-Sep-11,850,6,1,1,1,1,2,2,73,1
7737,110435755,436631,436230,2,1,22-Sep-11,800,6,1,1,1,1,3,1,14,1
7738,110436007,425474,434284,2,1,22-Sep-11,822,3,1,1,1,1,2,1,49,1
7746,110438539,431913,433574,2,1,23-Sep-11,1825,6,1,1,1,1,3,1,23,1
7747,110439709,443389,437980,2,1,23-Sep-11,1750,6,1,1,1,1,3,1,53,1
7754,110441343,431018,430565,2,1,25-Sep-11,1315,6,1,1,1,1,3,1,9,1
7757,110442010,431172,434986,2,1,26-Sep-11,730,3,1,1,1,1,3,1,25,1
7774,110444959,426144,435591,1,1,27-Sep-11,2009,4,1,4,1,1,3,1,37,1
7776,110445249,423068,435883,2,1,27-Sep-11,1010,3,1,1,1,1,3,1,16,1
7787,110448054,428588,435663,2,1,28-Sep-11,1405,3,1,1,1,1,3,1,48,1
7793,110447299,428747,430856,2,1,29-Sep-11,735,6,1,1,1,1,3,2,31,1
7794,110447730,427997,436013,2,1,29-Sep-11,1430,3,1,1,1,1,3,1,19,1
7798,110448064,428225,435779,2,1,29-Sep-11,1507,3,1,1,1,1,3,2,30,1
7800,110449854,429788,430635,2,1,29-Sep-11,710,3,1,1,1,1,3,1,49,1
7808,110449889,429386,425854,2,1,30-Sep-11,1609,3,1,1,1,1,3,1,30,1
7812,110453348,430009,438648,2,1,30-Sep-11,930,4,1,1,1,1,3,1,23,1
7815,110457455,428097,434717,2,1,30-Sep-11,845,6,1,1,1,1,3,2,22,1
7816,110450694,431767,435530,2,1,01-Oct-11,1040,3,1,1,1,1,2,1,46,1
7822,110451275,427906,430148,1,1,01-Oct-11,1555,3,1,1,1,1,1,1,28,1
7833,110485447,435021,434969,2,1,01-Oct-11,2100,6,1,7,1,1,3,1,13,1
7849,110456631,422226,433736,2,1,04-Oct-11,1615,4,1,1,1,1,3,2,20,1
7850,110456646,430697,439045,2,1,04-Oct-11,2020,3,1,7,1,1,2,1,40,1
7853,110467073,427011,428393,2,1,04-Oct-11,1735,6,1,1,1,1,2,1,16,1
7856,110457508,427601,436792,2,1,05-Oct-11,1626,3,1,1,1,1,3,1,20,1
7858,110457667,428422,432494,2,1,05-Oct-11,1940,3,2,4,5,1,3,1,29,1
7867,110458637,425484,434282,4,1,06-Oct-11,1330,3,1,1,1,1,3,1,42,1
7875,110459496,432516,427321,2,1,06-Oct-11,1630,3,1,1,1,1,3,1,26,1
7882,110465168,433526,429805,2,1,06-Oct-11,1815,3,2,1,2,1,3,1,27,1
7899,110461906,428367,428733,2,1,07-Oct-11,1851,6,1,4,1,1,3,1,32,1
7930,110467017,426836,426642,2,1,11-Oct-11,1835,3,1,1,1,1,3,1,33,1
7944,110469587,429825,430666,2,1,13-Oct-11,725,3,2,1,1,1,2,1,28,1
7965,110475724,430638,434237,2,1,17-Oct-11,900,6,1,1,1,1,2,1,40,1
7986,110480249,430564,432704,2,1,19-Oct-11,1940,3,1,4,1,1,2,1,35,1
8004,110484778,436610,436214,2,1,21-Oct-11,1830,6,1,4,1,1,2,1,14,1
8010,110488147,428139,435847,2,1,24-Oct-11,1415,3,1,1,1,1,3,1,18,1
8024,110491688,430210,432821,2,1,26-Oct-11,1530,3,1,1,1,1,3,1,43,1
8037,110495062,427207,434744,2,1,27-Oct-11,1645,3,2,1,2,1,2,1,23,1
8038,110504430,423947,437321,2,1,27-Oct-11,800,3,2,1,2,1,3,1,26,1
8043,110502483,430420,433728,1,1,28-Oct-11,1700,6,2,1,1,3,2,2,30,1
8084,110505494,428062,435959,2,1,03-Nov-11,2120,3,2,4,1,1,3,2,22,1
8101,110517863,430755,433169,2,1,04-Nov-11,1630,3,2,4,1,1,2,1,41,1
8110,110510799,426057,436615,2,1,06-Nov-11,1125,6,1,1,1,1,3,1,35,1
8115,110511225,429950,433090,2,1,07-Nov-11,1250,6,1,1,1,1,3,1,36,1
8134,110516739,430896,433157,2,1,10-Nov-11,1445,3,1,1,1,1,3,1,17,1
8136,110516832,431417,434082,2,1,10-Nov-11,1650,6,1,4,1,1,2,1,32,1
8147,110518842,421892,436563,2,1,11-Nov-11,1740,3,2,4,2,1,3,1,24,1
8176,110528538,430089,431277,2,1,17-Nov-11,945,3,1,1,1,1,3,1,33,1
8213,110534718,421588,433554,2,1,21-Nov-11,1840,6,1,4,1,1,3,1,15,1
8218,110538007,429964,428088,2,1,22-Nov-11,1900,6,1,4,1,1,3,1,34,1
8230,110538667,425913,436255,2,1,24-Nov-11,840,3,1,1,1,1,3,1,38,1
8233,110538988,433270,436216,2,1,24-Nov-11,1030,3,1,1,1,1,3,1,23,1
8235,110539793,420046,435659,2,2,24-Nov-11,1753,6,1,4,1,1,3,1,17,1
8238,110540366,429647,432928,2,1,25-Nov-11,748,6,2,1,1,1,3,1,28,1
8255,110545451,435655,436501,2,1,28-Nov-11,804,6,1,1,1,1,3,1,13,1
8267,110547152,427632,435969,2,1,29-Nov-11,902,4,1,1,1,1,3,2,25,1
8295,110552375,427745,436149,2,1,02-Dec-11,1255,4,2,1,1,1,3,1,53,1
8296,110553056,420662,434351,3,1,02-Dec-11,1520,3,2,1,1,1,2,1,14,1
8309,110555050,429785,430630,2,1,04-Dec-11,945,3,2,1,5,1,2,1,57,1
8317,110557681,433220,430022,2,1,06-Dec-11,635,4,1,4,5,1,3,1,60,1
8318,110557876,425427,434302,1,2,06-Dec-11,845,3,2,1,1,1,2,1,39,1
8319,110557876,425427,434302,1,2,06-Dec-11,845,3,2,1,1,3,3,2,51,1
8331,110559841,429695,433956,2,1,07-Dec-11,1235,6,1,1,1,1,2,1,18,1
8341,110561157,422001,436536,2,1,08-Dec-11,555,3,2,4,2,1,3,1,26,1
8362,110564512,430086,431192,2,1,10-Dec-11,635,3,2,4,1,1,3,1,29,1
8474,110586115,436858,433638,2,1,24-Dec-11,1635,3,2,4,1,1,3,2,29,1
8486,110589053,426835,438056,2,1,28-Dec-11,1005,3,1,1,1,1,3,1,52,1
8503,110592791,426526,427213,2,1,30-Dec-11,2105,4,2,4,2,1,3,1,17,1
8514,120036097,420972,439975,2,1,24-Jan-12,740,4,2,4,2,1,3,1,24,1
8521,120038568,431231,434794,2,1,25-Jan-12,1720,6,1,4,1,1,3,1,37,1
8530,120040275,433887,426146,2,1,26-Jan-12,1726,4,2,4,1,1,3,1,44,1
8547,120002429,425774,431455,2,1,03-Jan-12,742,3,2,4,5,1,3,1,24,1
8563,120005694,436074,435570,2,1,05-Jan-12,730,3,2,4,5,1,3,1,30,1
8566,120006358,427494,436986,2,1,05-Jan-12,1628,3,2,4,1,1,3,1,28,1
8567,120006428,428196,434479,1,1,05-Jan-12,1710,6,1,7,1,1,2,1,64,1
8575,120011540,425061,433370,2,1,09-Jan-12,805,4,1,1,1,1,3,1,57,1
8587,120015119,424695,438447,2,1,11-Jan-12,922,6,2,1,1,1,3,1,24,1
8599,120019752,423845,434260,2,1,12-Jan-12,1910,6,1,4,1,1,3,1,19,1
8629,120026092,420685,445076,2,1,18-Jan-12,700,6,2,6,1,1,2,1,51,1
8643,120029706,428011,435996,2,1,20-Jan-12,752,3,2,4,2,1,3,1,25,1
8648,120030520,428138,435845,2,1,20-Jan-12,1635,3,2,4,5,1,3,1,21,1
8649,120030754,438719,427057,2,1,20-Jan-12,1710,3,2,4,1,1,2,2,48,1
8690,120047976,425415,434432,2,1,31-Jan-12,1650,6,1,4,1,1,2,1,21,1
8700,120049453,424528,437055,2,1,01-Feb-12,1730,3,1,7,1,1,3,1,21,1
8703,120050396,426455,428517,2,1,01-Feb-12,1450,3,1,1,1,1,3,1,16,1
8737,120053506,423793,437365,2,1,03-Feb-12,2325,3,1,4,1,1,3,1,45,1
8781,120061206,436128,434837,2,1,09-Feb-12,1010,3,2,1,1,1,3,1,39,1
8806,120076018,427568,436875,2,1,12-Feb-12,1620,3,1,1,1,1,3,1,49,1
8821,120070825,439358,432429,2,1,14-Feb-12,1945,3,1,4,1,1,3,1,45,1
8823,120070301,426699,431762,2,1,15-Feb-12,725,3,1,7,1,1,3,2,26,1
8841,120072905,426126,427404,2,1,16-Feb-12,1645,4,1,1,1,1,2,1,31,1
8863,120077550,427014,431638,2,1,19-Feb-12,1100,3,1,1,1,1,3,1,25,1
8864,120079812,426164,435429,2,1,19-Feb-12,1150,6,1,1,1,1,3,1,32,1
8870,120081454,427009,440166,2,1,20-Feb-12,1815,3,1,4,1,1,3,1,41,1
8871,120080336,429099,434718,2,1,21-Feb-12,1510,6,1,1,1,1,2,1,19,1
8872,120080644,430901,432586,2,1,21-Feb-12,1648,6,1,1,1,1,3,1,35,1
8908,120085992,432929,440123,2,1,24-Feb-12,1735,6,1,4,1,1,3,2,44,1
8914,120087495,434049,439931,2,1,25-Feb-12,1400,6,1,1,1,1,3,1,50,1
8939,120093100,423018,437654,2,1,29-Feb-12,715,3,1,7,1,1,3,1,22,1
8947,120095314,427984,435223,2,1,01-Mar-12,740,6,1,1,1,1,3,2,23,1
8950,120096020,429132,432103,2,1,01-Mar-12,1605,6,1,1,1,1,3,1,24,1
8952,120097190,430070,438644,2,1,01-Mar-12,710,4,1,7,1,1,3,2,33,1
8953,120097545,434788,428890,2,1,01-Mar-12,1525,6,1,1,1,1,3,2,11,1
8956,120096929,426835,438059,2,2,02-Mar-12,725,3,1,7,1,1,3,1,53,1
8991,120105803,428107,426258,2,2,07-Mar-12,1515,3,1,1,1,1,3,1,14,1
9009,120111866,423317,443453,2,1,10-Mar-12,1540,3,1,1,1,1,3,1,26,1
9013,120112329,428629,436975,2,1,11-Mar-12,1545,4,1,1,1,1,3,1,44,1
9015,120112938,427521,434862,2,1,12-Mar-12,825,6,1,1,1,1,3,1,38,1
9016,120115588,429582,434768,2,1,12-Mar-12,1130,3,1,1,1,1,3,1,20,1
9026,120117575,419760,440709,2,1,14-Mar-12,1725,6,1,7,1,1,2,1,10,1
9030,120118536,430090,431402,2,1,15-Mar-12,1015,3,1,1,1,1,2,2,42,1
9035,120119091,427896,436193,2,1,15-Mar-12,1435,3,1,1,1,1,3,1,34,1
9064,120125613,427514,432589,2,1,18-Mar-12,1730,6,1,7,1,1,3,1,18,1
9065,120137237,427968,433615,2,1,18-Mar-12,1305,3,1,1,1,1,3,1,20,1
9070,120126046,426931,433760,2,1,20-Mar-12,843,3,1,1,1,1,3,1,30,1
9077,120126972,432187,431003,2,1,20-Mar-12,740,4,1,1,1,1,3,1,39,1
9079,120128846,441004,430984,2,1,20-Mar-12,1910,6,1,7,1,1,3,1,33,1
9080,120127647,426513,435651,2,1,21-Mar-12,725,4,1,7,1,1,3,1,26,1
9085,120128886,428225,435781,3,1,21-Mar-12,1800,3,1,7,1,1,3,2,26,1
9095,120130687,426986,433434,2,1,22-Mar-12,1705,6,1,7,1,1,3,1,56,1
9098,120132539,423157,434671,2,1,22-Mar-12,1505,4,1,1,1,1,3,1,42,1
9099,120143427,428397,434386,2,1,22-Mar-12,740,6,1,1,1,1,3,1,39,1
9103,120132150,430648,436819,2,1,23-Mar-12,1500,6,1,1,1,1,3,1,15,1
9116,120136197,432057,435964,2,1,26-Mar-12,905,6,1,1,1,1,3,2,40,1
9139,120138362,427030,426391,2,1,27-Mar-12,830,3,1,1,1,1,3,1,15,1
9144,120141957,428064,435013,2,1,27-Mar-12,1700,6,1,7,1,1,3,1,25,1
9145,120139215,430382,433580,2,1,28-Mar-12,950,6,1,1,1,1,3,1,45,1
9152,120141246,433916,436537,2,1,29-Mar-12,856,3,1,1,1,1,3,1,25,1
9158,120143728,423323,432668,2,1,30-Mar-12,1445,6,1,1,1,1,3,1,17,1
9167,120150501,440398,449275,2,1,30-Mar-12,830,4,1,1,1,1,3,1,16,1
9169,120145253,432074,433352,2,1,31-Mar-12,1707,6,1,7,1,1,3,1,11,1
9173,120146459,431337,434892,2,1,01-Apr-12,1720,6,1,7,1,1,3,2,14,1
9189,120151106,430960,435788,2,1,04-Apr-12,908,6,1,1,1,1,3,1,43,1
9190,120151112,434648,435507,2,1,04-Apr-12,1540,6,1,1,1,1,3,1,10,1
9229,120159446,428626,436961,2,1,10-Apr-12,1530,4,1,1,1,1,3,1,47,1
9231,120160390,427397,433932,2,1,11-Apr-12,1905,6,1,7,1,1,3,1,14,1
9241,120162795,430909,436545,2,1,13-Apr-12,800,4,1,1,1,1,3,1,42,1
9242,120163085,439782,448325,2,1,13-Apr-12,1315,6,1,1,1,1,3,1,16,1
9257,120168908,442096,434626,2,1,17-Apr-12,1255,3,1,1,1,1,3,1,44,1
9279,120171930,426850,438026,2,1,19-Apr-12,640,3,2,7,2,1,3,1,30,1
9300,120176462,427653,436657,2,1,22-Apr-12,725,3,2,7,1,1,3,1,32,1
9323,120179911,436332,434205,2,1,24-Apr-12,1010,6,1,1,1,1,2,1,30,1
9326,120182751,420536,445578,2,1,24-Apr-12,930,3,1,1,1,1,3,1,73,1
9358,120189708,427578,425382,2,1,30-Apr-12,1500,6,1,1,1,1,3,1,48,1
9368,120192756,427439,426467,2,1,01-May-12,2140,6,1,7,1,1,3,1,41,1
9374,120193368,426380,435437,2,1,03-May-12,900,3,1,1,1,1,3,2,30,1
9375,120193578,430727,433587,2,1,03-May-12,1145,3,1,1,1,1,3,1,57,1
9424,120199962,429246,433844,2,1,07-May-12,2130,6,1,7,1,1,2,1,22,1
9426,120200543,430748,439234,2,1,08-May-12,655,3,2,7,1,1,3,1,26,1
9451,120206297,429146,431992,2,1,11-May-12,745,6,1,1,1,1,2,1,29,1
9452,120206359,428548,434973,2,1,11-May-12,1640,6,2,1,1,1,3,1,26,1
9478,120210817,426882,439057,2,1,14-May-12,1540,3,1,1,1,1,3,1,37,1
9479,120210889,433698,434044,2,1,14-May-12,1555,3,1,1,1,1,3,1,27,1
9482,120219077,431245,434148,2,1,14-May-12,1925,6,1,7,1,1,3,1,15,1
9517,120217438,430905,435614,2,1,18-May-12,1645,6,1,1,1,1,3,1,28,1
9544,120226275,428382,434050,2,1,24-May-12,750,3,1,1,1,1,3,2,25,1
9549,120227420,434848,434636,2,1,24-May-12,2000,3,1,7,1,1,3,2,23,1
9554,120229029,428062,435959,2,1,25-May-12,1830,3,1,7,1,1,2,1,24,1
9559,120230410,428293,425466,2,1,25-May-12,1955,6,1,7,1,1,3,1,14,1
9586,120233787,430932,436027,2,1,29-May-12,813,6,1,1,1,1,3,2,29,1
9592,120234658,439358,432365,2,1,29-May-12,1435,3,1,1,1,1,3,1,25,1
9599,120239607,435234,434859,2,1,29-May-12,1830,6,1,7,1,1,3,1,44,1
9609,120238291,430778,433479,2,1,30-May-12,840,3,1,1,1,1,2,1,31,1
9617,120244789,432336,432648,2,1,31-May-12,835,6,1,1,1,1,3,1,42,1
9625,120242748,430791,433470,2,1,03-Jun-12,2355,3,1,7,1,1,3,1,44,1
9633,120244034,427897,436190,2,1,05-Jun-12,1225,3,1,1,1,1,2,1,34,1
9644,120247357,430645,434661,2,1,07-Jun-12,1243,3,1,1,1,1,3,1,29,1
9659,120251367,426223,442458,2,1,10-Jun-12,1615,3,1,1,1,1,3,2,53,1
9662,120252268,426124,439158,2,1,10-Jun-12,930,6,2,1,1,1,3,1,35,1
9664,120251924,428670,437010,2,1,11-Jun-12,820,4,1,1,1,1,2,1,40,1
9669,120252892,428392,434388,2,1,11-Jun-12,1715,6,1,7,1,1,2,1,32,1
9670,120254225,434849,435148,2,1,12-Jun-12,1512,6,1,1,1,1,3,1,13,1
9675,120254868,429181,434439,2,1,12-Jun-12,1310,6,1,1,1,1,2,2,21,1
9714,120261512,432869,434294,2,1,17-Jun-12,1110,6,1,1,1,1,3,1,9,1
9719,120268638,428331,435749,2,1,17-Jun-12,1245,3,1,1,1,1,3,1,20,1
9721,120262554,426230,431894,2,1,18-Jun-12,800,3,1,1,1,1,3,1,42,1
9722,120263591,431233,433719,2,1,18-Jun-12,1650,3,1,1,1,1,3,1,51,1
9724,120264870,424852,429107,2,1,19-Jun-12,520,6,1,7,1,1,3,1,39,1
9729,120274296,435203,433543,1,2,19-Jun-12,750,6,1,1,1,1,3,1,50,1
9730,120274296,435203,433543,1,2,19-Jun-12,750,6,1,1,1,3,3,1,45,1
9737,120270959,430662,431730,2,1,20-Jun-12,1738,6,1,7,1,1,3,2,46,1
9775,120273490,429495,432985,2,1,25-Jun-12,850,6,1,1,1,1,3,1,31,1
9778,120274500,433354,434051,2,1,25-Jun-12,1700,3,1,7,1,1,2,1,31,1
9784,120276201,435797,425980,2,1,26-Jun-12,1446,3,1,1,1,1,3,1,36,1
9787,120276786,417885,443313,2,1,26-Jun-12,1730,3,1,7,1,1,3,1,43,1
9795,120277840,425097,436574,2,1,27-Jun-12,1650,3,1,1,1,1,2,1,16,1
9816,120283740,428690,435178,2,2,01-Jul-12,1625,6,1,1,1,1,3,1,9,1
9829,120285447,425403,427048,2,1,02-Jul-12,1626,3,2,1,2,1,3,1,33,1
9830,120286142,426858,437828,2,1,02-Jul-12,1815,3,1,7,1,1,3,1,46,1
9831,120286318,434118,435130,2,1,02-Jul-12,1143,6,1,1,1,1,3,1,23,1
9839,120287961,430484,437182,2,1,03-Jul-12,1736,6,1,7,1,1,2,1,34,1
9853,120289352,427885,436218,3,1,05-Jul-12,753,3,2,1,2,1,3,1,26,1
9880,120296438,427525,434560,2,1,09-Jul-12,1701,3,2,7,1,1,2,1,33,1
9881,120297170,430016,434150,2,1,10-Jul-12,808,3,2,1,1,1,2,1,39,1
9885,120298697,430758,436694,2,1,11-Jul-12,720,6,1,7,1,1,2,1,36,1
9886,120299779,431329,438051,2,1,11-Jul-12,1740,6,1,7,1,1,3,1,9,1
9887,120300023,424944,434824,2,1,11-Jul-12,2020,6,1,7,1,1,3,1,7,1
9888,120300267,428461,431345,2,1,12-Jul-12,631,3,1,7,1,1,3,1,33,1
9889,120300324,424912,434495,2,1,12-Jul-12,725,3,1,7,1,1,3,1,58,1
9922,120307650,430052,425211,2,1,15-Jul-12,1635,6,1,1,1,1,3,2,7,1
9949,120312968,420972,434462,2,1,19-Jul-12,1700,4,1,7,1,1,2,1,48,1
9950,120313317,426516,435652,2,1,20-Jul-12,740,4,1,1,1,1,3,1,56,1
9959,120315431,427617,434517,2,1,20-Jul-12,2033,3,1,7,1,1,3,2,20,1
9969,120316659,430718,434127,2,1,21-Jul-12,1330,6,1,1,1,1,2,1,33,1
9975,120326766,431929,434789,2,1,22-Jul-12,1600,6,1,1,1,1,2,1,20,1
9980,120318017,430639,433678,2,1,23-Jul-12,1030,3,1,1,1,1,3,1,26,1
9994,120318870,426704,426739,2,1,23-Jul-12,1835,6,1,7,1,1,3,1,15,1
10000,120319975,427672,434728,2,1,24-Jul-12,925,6,1,1,1,1,3,1,47,1
10004,120320516,422041,432478,2,1,24-Jul-12,1711,6,1,7,1,1,3,1,9,1
10007,120322070,427544,434790,2,1,24-Jul-12,1720,6,1,7,1,1,3,1,26,1
10008,120321313,430519,435811,2,1,25-Jul-12,935,6,1,1,1,1,2,1,51,1
10009,120322042,420024,440873,2,1,25-Jul-12,1635,3,1,1,1,1,3,1,43,1
10011,120324445,428137,435845,2,1,25-Jul-12,1830,3,1,7,1,1,3,1,34,1
10014,120323622,430054,432661,2,1,26-Jul-12,1742,3,1,7,1,1,3,1,26,1
10042,120327616,428082,432928,2,1,29-Jul-12,1150,6,1,1,1,1,2,2,8,1
10044,120328748,431180,434169,2,1,30-Jul-12,800,6,1,1,1,1,3,1,24,1
10063,120333755,428143,432790,2,1,02-Aug-12,749,4,1,1,1,1,3,1,52,1
10067,120334554,426434,433300,2,1,02-Aug-12,900,6,1,1,1,1,3,1,38,1
10073,120337379,428957,435470,2,1,02-Aug-12,1800,3,1,7,1,1,3,2,41,1
10079,120336828,436092,435537,2,1,03-Aug-12,2130,3,1,4,1,1,3,1,25,1
10081,120337466,426591,435111,2,1,03-Aug-12,1645,3,1,1,1,1,3,1,42,1
